dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
escolavirtual.gov.br;000.627.612/0001-09;Escola Nacional de Administração Pública - ENAP;DF;Brasília;70610-900;2016-08-29 15:41:54;2019-09-29 18:13:19;16010878
evg.gov.br;000.627.612/0001-09;Escola Nacional de Administração Pública - ENAP;DF;Brasília;70610-900;2018-02-06 11:59:06;2019-09-29 18:14:05;17976288
funag.gov.br;000.662.197/0001-24;Fundação Alexandre de Gusmão;DF;Brasília;70170-900;1998-05-21 20:01:01;2017-12-06 20:29:33;98256
inmetrogo.gov.br;000.662.270/0002-49;Superintendência Regional do Inmetro SUR-01/GO;GO;Goiânia;74170-110;2002-09-27 14:12:12;2020-05-05 20:44:12;966348
infoconsumo.gov.br;000.662.270/0003-20;INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN;RJ;Duque de Caxias;25250-020;2000-10-30 16:12:33;2019-12-27 17:21:36;453931
inmetro.gov.br;000.662.270/0003-20;INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN;RJ;Duque de Caxias;25250-020;1996-04-16 12:00:00;2019-12-27 17:21:56;6763
oconsumidor.gov.br;000.662.270/0003-20;INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN;RJ;Duque de Caxias;25250-020;2000-10-30 16:12:34;2019-12-27 17:22:13;453939
portaldoconsumidor.gov.br;000.662.270/0003-20;INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN;RJ;Duque de Caxias;25250-020;2001-12-11 18:30:14;2019-12-27 17:23:07;683263
sitedoconsumidor.gov.br;000.662.270/0003-20;INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN;RJ;Duque de Caxias;25250-020;2000-10-30 16:12:35;2019-12-27 17:23:23;453947
rbmlq.gov.br;000.662.270/0009-15;INMETRO INSTITUTO NAC DE METROL NORM E QUAL INDUST;RS;Porto Alegre;90240-581;2010-12-16 11:40:09;2010-12-16 11:40:09;7651999
cfbio.gov.br;000.720.532/0001-01;Conselho Federal de Biologia;DF;Brasília;70070-120;2009-08-07 15:06:09;2020-04-21 14:41:16;5859295
capes.gov.br;000.889.834/0001-08;FUNDACAO CAPES;DF;Brasília;70040-020;1996-01-01 12:00:00;2018-04-17 00:15:37;0
cienciasemfronteiras.gov.br;000.889.834/0001-08;FUNDACAO CAPES;DF;Brasília;70040-020;2011-12-01 16:19:29;2014-03-11 21:45:04;9160529
vice-presidencia.gov.br;000.894.355/0001-71;VICE PRESIDENCIA DA REPUBLICA;DF;Brasilia;70150-900;2000-04-10 16:46:09;2020-05-05 20:44:25;303852
vicepresidenciadarepublica.gov.br;000.894.355/0001-71;VICE PRESIDENCIA DA REPUBLICA;DF;Brasilia;70150-900;2000-04-10 16:46:11;2020-05-05 20:44:21;303886
defesa.gov.br;000.894.356/0001-16;Ministério da Defesa;DF;Brasília;70052-900;1999-06-22 13:18:34;2019-09-03 01:37:26;171030
abin.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-905;1997-11-08 11:00:00;2014-11-18 13:15:11;68327
ccom.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-905;1999-12-16 10:49:25;2014-11-18 13:15:42;232839
cepesc.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-905;1996-01-01 12:00:00;2014-11-18 13:16:10;0
cin-sci.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-905;1995-10-03 12:00:00;2014-11-18 13:14:44;4190
dinf.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-905;2000-03-23 19:59:28;2014-11-18 13:16:53;279803
dte.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-905;1999-02-23 00:23:28;2014-11-18 13:17:24;142726
linuxseguro.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-905;2004-04-29 23:58:17;2014-11-18 13:18:13;1611339
ls.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-905;2004-04-29 23:58:17;2014-11-18 13:18:37;1611341
orint.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-905;1999-12-02 19:22:41;2014-11-18 13:19:01;224288
sisbin.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-905;2005-05-25 12:05:59;2014-11-18 13:19:26;2158741
int.gov.br;001.263.896/0004-07;Instituto Nacional de Tecnologia;RJ;Rio de Janeiro;20081-311;1998-11-11 16:07:16;2019-06-06 13:02:19;123432
inpa.gov.br;001.263.896/0015-60;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;AM;Manaus;69067-375;1997-07-28 12:00:00;2018-09-12 12:18:35;49011
insa.gov.br;001.263.896/0019-93;Instituto Nacional do Semi-Árido-INSA;PB;Campina Grande;58400-165;2006-10-23 12:53:35;2019-03-06 20:17:55;3113287
cetene.gov.br;001.263.896/0021-08;Ministério da Ciência, Tecnologia e Inovação;PE;Recife;50740-545;2007-06-26 19:28:37;2019-01-18 13:48:45;3636218
rrc.gov.br;001.263.896/0021-08;Ministério da Ciência, Tecnologia e Inovação;PE;Recife;50740-545;2015-10-27 11:26:54;2015-10-27 11:26:54;14852395
cemaden.gov.br;001.263.896/0026-12;MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO - CEM;SP;São José dos Campos;12247-016;2011-09-30 13:19:41;2018-04-02 13:28:45;8851138
brasilia2010.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;2010-02-02 15:56:39;2020-05-05 20:44:20;6485016
copadacultura.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;2005-12-30 18:02:09;2020-05-05 20:44:15;2539441
cultura.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;1996-08-16 12:00:00;2020-05-12 17:46:53;14100
culturaviva.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;2015-09-17 17:46:29;2020-05-12 18:18:18;14669233
minc.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;1995-10-30 12:00:00;2020-05-11 21:19:28;4416
mincrj.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;1998-08-06 16:57:38;2020-05-05 20:44:17;109080
mincsp.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;2002-06-21 15:09:18;2020-05-05 20:44:25;896763
monumenta.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;2001-06-25 18:04:03;2020-05-05 20:44:24;578452
pracas.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;2011-05-23 15:06:19;2020-05-05 20:44:18;8268448
querovercultura.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;2015-12-15 13:08:02;2020-05-12 18:25:19;15015025
vivaleitura.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;2004-12-20 17:56:22;2020-05-05 20:44:17;1938732
trt.gov.br;001.298.583/0001-41;TRIBUNAL REGIONAL DO TRABALHO DA 3A REGIAO;MG;Belo Horizonte;30112-020;1996-04-22 12:00:00;2019-06-11 15:16:46;7055
trt3.gov.br;001.298.583/0001-41;TRIBUNAL REGIONAL DO TRABALHO DA 3A REGIAO;MG;Belo Horizonte;30112-020;2007-08-29 15:41:38;2019-06-11 15:16:19;3863807
pactointegrador.gov.br;001.409.606/0001-48;SECRETARIA DE SEG PÚB E ADMINISTRAÇÃO PENITENCIÁRI;GO;Goiânia;74543-010;2017-04-06 18:54:28;2020-05-05 20:44:18;16793066
trt20.gov.br;001.445.033/0001-08;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;SE;Aracaju;49080-190;1997-12-06 11:00:00;2007-09-13 13:51:01;73545
amapa.gov.br;001.591.392/0001-73;PRODAP-Centro de Gestao da Tecnologia e Informacao;AP;Macapá;68900-110;1998-01-16 12:26:24;2017-11-02 17:35:29;82660
ap.gov.br;001.591.392/0001-73;PRODAP-Centro de Gestao da Tecnologia e Informacao;AP;Macapá;68900-110;1998-10-21 11:00:00;2016-03-10 18:07:18;122622
agroecologia.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70043-900;2016-09-19 13:24:26;2020-04-28 13:14:52;16096347
mda.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70043-900;2000-05-22 18:31:57;2019-09-13 20:55:56;339586
crecigo.gov.br;001.638.121/0001-26;CONSELHO REG. DE CORRETORES DE IMOVEIS 5ªREGIAO/GO;GO;Goiânia;74810-240;2011-03-01 13:55:48;2020-05-01 02:14:57;7968449
trt11.gov.br;001.671.187/0001-18;Tribunal Regional do Trabalho - 11ª Região;AM;Manaus;69020-130;1997-12-11 11:00:00;2011-04-13 16:17:59;74971
inep.gov.br;001.678.363/0001-43;INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIO;DF;Brasília;70610-404;1995-06-07 12:00:00;2020-05-05 20:44:18;0
coreconpe.gov.br;001.698.061/0001-37;Conselho Regional de Economia - PE;PE;Recife;50050-400;2017-07-21 18:03:48;2020-05-05 20:44:17;17241106
crq12.gov.br;001.759.984/0001-51;Conselho Regional de Química da 12a Região;GO;Goiânia;74180-070;2014-10-24 12:58:01;2019-08-31 00:56:39;13405959
to.gov.br;001.786.011/0001-01;Governo do Estado do Tocantins;TO;Palmas;77001-002;1998-02-02 11:00:00;2019-01-04 15:17:59;84697
faesa-oscip.gov.br;002.005.173/0001-28;FEDERAÇÃO DAS ASSOC. E ENTID. P/ DESENV. SEMIÁRIDO;BA;Jaguarari;48967-000;2004-05-17 18:47:10;2020-05-05 20:44:25;1633530
trt10.gov.br;002.011.574/0001-90;TRIBUNAL REGIONAL DO TRABALHO DA 10A. REGIAO;DF;Brasília;70097-900;1996-01-23 12:00:00;2020-05-05 20:44:09;5134
cgteletrosul.gov.br;002.016.507/0001-69;Companhia de Geracao Termica de Energia Eletrica;RS;Candiota;96495-000;2019-07-12 13:54:39;2020-01-08 12:48:03;19871821
cgtee.gov.br;002.016.507/0004-01;Companhia de Geração Termica de Energia Eletrica;RS;Candiota;96495-000;2000-07-11 13:28:55;2020-01-08 12:48:50;377572
anatel.gov.br;002.030.715/0001-12;AGENCIA NACIONAL DE TELECOMUNICACOES - ANATEL;DF;Brasília;70070-940;1997-07-22 12:00:00;2020-04-16 13:13:16;48284
aneel.gov.br;002.270.669/0001-29;ANEEL - Agência Nacional de Energia Elétrica;DF;Brasília;70830-030;1998-01-16 12:21:47;2018-10-29 18:45:31;80028
baciadoprata.gov.br;002.270.669/0001-29;ANEEL - Agência Nacional de Energia Elétrica;DF;Brasília;70830-030;1999-03-23 18:05:37;2011-12-15 20:15:46;149111
citenel.gov.br;002.270.669/0001-29;ANEEL - Agência Nacional de Energia Elétrica;DF;Brasília;70830-030;2011-04-08 16:02:21;2020-04-29 19:10:55;8140543
mpes.gov.br;002.304.470/0001-74;Ministério Público do Estado do Espírito Santo;ES;Vitória;29050-265;2001-09-14 16:51:17;2019-11-04 15:53:02;640020
corecongo.gov.br;002.308.112/0001-30;Conselho Regional de Economia 18º Regiao Goias;GO;Goiânia;74083-370;2018-08-23 22:12:11;2020-05-05 20:44:17;18705097
anp.gov.br;002.313.673/0001-27;Agência Nacional do Petróleo, Gás Natural e Bioco.;RJ;Rio de Janeiro;20090-004;1998-02-02 11:14:20;2020-05-05 20:44:10;84599
brasil-rounds.gov.br;002.313.673/0002-08;Agência Nacional do Petróleo, Gás Natural e Bioco.;RJ;Rio de Janeiro;20090-004;2001-10-19 10:56:59;2020-05-05 20:44:24;659465
brazil-rounds.gov.br;002.313.673/0002-08;Agência Nacional do Petróleo, Gás Natural e Bioco.;RJ;Rio de Janeiro;20090-004;2000-10-24 22:43:00;2020-05-05 20:44:13;446016
brazilrounds.gov.br;002.313.673/0002-08;Agência Nacional do Petróleo, Gás Natural e Bioco.;RJ;Rio de Janeiro;20090-004;2000-10-10 17:47:22;2020-05-05 20:44:17;436444
educacaofiscal.gov.br;002.317.176/0001-05;Escola Nacional de Administração Pública - ENAP;DF;Brasília;70610-900;2001-12-20 18:58:26;2020-05-05 20:44:15;699467
manausenergia.gov.br;002.341.467/0003-92;Manaus Energia S/A;AM;Manaus;69005-141;2006-05-10 13:29:16;2020-04-20 18:36:20;2754242
crbio01.gov.br;002.366.047/0001-07;Conselho Regional de Biologia;SP;São Paulo;04001-083;2009-01-22 10:18:04;2015-02-17 03:12:49;5161309
trt18.gov.br;002.395.868/0001-63;Tribunal Regional do Trabalho da 18ª Região;GO;Goiânia;74215-901;1998-05-13 12:21:05;2020-05-05 20:44:16;95194
crbio-02.gov.br;002.452.608/0001-82;Conselho Regional Biologia 2ª Reg RJ/ES;RJ;Rio de Janeiro;20031-010;2009-02-16 11:03:30;2009-02-16 11:03:30;5228642
crbio02.gov.br;002.452.608/0001-82;Conselho Regional Biologia 2ª Reg RJ/ES;RJ;Rio de Janeiro;20031-010;2009-02-16 11:18:53;2009-02-16 11:18:53;5228657
crbio2.gov.br;002.452.608/0001-82;Conselho Regional Biologia 2ª Reg RJ/ES;RJ;Rio de Janeiro;20031-010;2015-01-16 13:03:10;2015-01-16 13:03:10;13717675
tecnojusc.gov.br;002.482.005/0001-23;TRIBUNAL REGIONAL DO TRABALHO 12 REGIAO;SC;Florianópolis;88015-905;2001-08-20 18:42:35;2020-05-05 20:44:23;626127
trt12.gov.br;002.482.005/0001-23;TRIBUNAL REGIONAL DO TRABALHO 12 REGIAO;SC;Florianópolis;88015-905;1997-09-06 12:00:00;2020-05-05 20:44:20;56395
trtes.gov.br;002.488.507/0001-61;Tribunal Regional do Trabalho 17ª Região;ES;Vitória;29010-190;2007-08-07 17:07:39;2020-05-05 20:44:25;3761923
crbio-4.gov.br;002.505.297/0001-72;Conselho Regional de Biologia - 4 região;MG;Belo Horizonte;30180-001;2008-11-27 11:36:42;2020-05-05 20:44:19;5076795
crbio04.gov.br;002.505.297/0001-72;Conselho Regional de Biologia - 4 região;MG;Belo Horizonte;30180-001;2008-11-25 12:27:44;2020-05-05 20:44:21;5076779
trt4.gov.br;002.520.619/0001-52;Tribunal Regional do Trabalho da 4 Regiao;RS;Porto Alegre;90110-903;1997-05-15 12:00:00;2017-06-16 22:04:11;39445
teleceara.gov.br;002.558.134/0001-58;Tele Norte Leste Participações S.A.;RJ;Rio de Janeiro;20031-170;1996-01-01 12:00:00;2020-05-05 20:44:09;0
trt01.gov.br;002.578.421/0001-20;Tribunal Regional do Trabalho da 1a Região;RJ;Rio de Janeiro;20020-010;2007-06-05 11:32:00;2020-05-05 20:44:09;3639141
trtrio.gov.br;002.578.421/0001-20;Tribunal Regional do Trabalho da 1a Região;RJ;Rio de Janeiro;20020-010;1997-08-12 12:00:00;2020-05-05 20:44:23;51508
crtr14.gov.br;002.873.120/0001-29;CONSELHO REGIONAL DE TÉCNICO EM RADIOLOGIA 14ª REG;PA;Belém;66095-632;2015-03-20 14:57:10;2015-03-20 14:57:10;13952375
abcd.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2012-07-17 14:52:47;2020-05-11 21:08:34;10111463
aglo.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2017-05-25 17:33:49;2020-05-05 20:44:24;16971411
brasil2016.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2013-10-23 13:42:11;2020-05-05 20:44:15;12121014
copa2014.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2010-05-25 19:48:36;2020-05-05 20:44:22;6904353
diesporte.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2015-06-18 17:31:40;2020-05-05 20:44:24;14301400
esporte.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2003-01-22 11:34:25;2020-05-11 21:17:00;1061511
jmpi2015.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2015-06-18 20:12:16;2020-05-05 20:44:15;14301957
portaldacopa.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2011-11-09 12:25:01;2020-05-05 20:44:24;9097409
redecedes.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2018-04-20 10:41:39;2020-05-05 20:44:17;18274668
rededoesporte.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2017-06-27 15:25:33;2020-05-05 20:44:24;17116527
torcidalegal.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2011-05-26 18:17:09;2020-05-05 20:44:17;8254264
voluntariado.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2013-10-24 10:06:30;2020-05-05 20:44:15;12162272
worldcup2014.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;2010-05-25 19:48:36;2020-05-05 20:44:21;6904342
brasilvoluntario.gov.br;002.973.091/0001-77;Ministério do Esporte;DF;Brasília;70750-541;2012-11-16 19:07:47;2020-05-05 20:44:12;10719025
anvisa.gov.br;003.112.386/0001-11;Agencia Nacional de Vigilancia Sanitaria;DF;Brasília;71205-050;2000-05-19 13:53:15;2020-03-09 17:34:43;342060
bancodeconteudos.gov.br;003.221.904/0001-35;Ministerio da Cultura;SP;São Paulo;04021-070;2010-02-12 17:00:59;2020-05-05 20:44:13;6496733
bcc.gov.br;003.221.904/0001-35;Ministerio da Cultura;SP;São Paulo;04021-070;2010-02-12 17:00:59;2020-05-05 20:44:21;6496729
cinemateca.gov.br;003.221.904/0001-35;Ministerio da Cultura;SP;São Paulo;04021-070;2004-05-20 15:53:37;2020-05-05 20:44:17;1641397
ctav.gov.br;003.221.904/0001-35;Ministerio da Cultura;SP;São Paulo;04021-070;2006-03-10 13:14:15;2020-05-05 20:44:08;2663201
brasilcentral.gov.br;003.230.476/0001-07;Sec. de Estado de Plan. e Orçamento do DF;DF;Brasília;70620-000;2015-09-16 19:09:24;2019-09-03 15:29:31;14653175
df.gov.br;003.230.476/0001-07;Sec. de Estado de Plan. e Orçamento do DF;DF;Brasília;70620-000;1996-08-15 12:00:00;2019-11-11 17:20:38;14006
gdf.gov.br;003.230.476/0001-07;Sec. de Estado de Plan. e Orçamento do DF;DF;Brasília;70620-000;1995-04-07 12:00:00;2019-09-03 15:30:18;0
sp-trt.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;1999-06-11 19:04:29;2016-02-15 21:10:33;168323
sptrt.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;1999-06-11 19:34:36;2016-02-15 21:10:52;168325
trt-02.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;1999-06-11 19:34:38;2016-02-15 21:12:06;168328
trt-sp.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;1999-06-11 19:04:24;2016-02-15 21:13:27;168315
trt02.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;1996-08-08 12:00:00;2016-02-15 21:13:48;13553
trt2.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;1999-06-11 19:34:38;2016-02-15 21:14:35;168327
trtsp.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;1999-06-10 20:59:44;2016-02-15 21:15:41;168099
trtwap.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;2000-10-25 12:50:28;2016-02-15 21:16:53;442480
trt14.gov.br;003.326.815/0001-53;TRIBUNAL REGIONAL DO TRABALHO-14a.REGIÃO;RO;Porto Velho;78900-000;1999-10-14 18:13:50;2017-02-20 12:29:09;207068
cenad.gov.br;003.353.358/0001-96;MINISTERIO DO DESENVOLVIMENTO REGIONAL;DF;Brasília;70067-901;2006-03-28 15:27:52;2020-05-05 20:44:20;2687107
defencil.gov.br;003.353.358/0001-96;MINISTERIO DO DESENVOLVIMENTO REGIONAL;DF;Brasília;70067-901;2009-09-10 19:54:45;2020-05-05 20:44:24;5979409
defesacivil.gov.br;003.353.358/0001-96;MINISTERIO DO DESENVOLVIMENTO REGIONAL;DF;Brasília;70067-901;2000-04-28 13:50:20;2020-05-05 20:44:20;303547
desenvolvimentoregional.gov.br;003.353.358/0001-96;MINISTERIO DO DESENVOLVIMENTO REGIONAL;DF;Brasília;70067-901;2019-01-22 18:05:20;2020-05-05 20:44:10;19205139
integracao.gov.br;003.353.358/0001-96;MINISTERIO DO DESENVOLVIMENTO REGIONAL;DF;Brasília;70067-901;2000-02-16 17:16:56;2020-05-05 20:44:13;258232
integracaosaofrancisco.gov.br;003.353.358/0001-96;MINISTERIO DO DESENVOLVIMENTO REGIONAL;DF;Brasília;70067-901;2013-12-11 18:22:48;2020-05-05 20:44:22;12326071
mdr.gov.br;003.353.358/0001-96;MINISTERIO DO DESENVOLVIMENTO REGIONAL;DF;Brasília;70067-901;2019-01-22 18:01:18;2020-05-05 20:44:22;19192982
mi.gov.br;003.353.358/0001-96;MINISTERIO DO DESENVOLVIMENTO REGIONAL;DF;Brasília;70067-901;1999-09-23 16:25:17;2020-05-05 20:44:09;202195
seminariodefencil.gov.br;003.353.358/0001-96;MINISTERIO DO DESENVOLVIMENTO REGIONAL;DF;Brasília;70067-901;2009-09-10 19:54:45;2020-05-05 20:44:19;5979422
mt.gov.br;003.507.415/0001-44;ESTADO DE MATO GROSSO;MT;Cuiabá;78050-970;1996-11-28 12:00:00;2013-06-21 15:33:46;0
go.gov.br;003.517.631/0001-70;Secretaria de Gestão e Planejamento de Goiás;GO;Goiânia;74115-030;1996-06-18 12:00:00;2019-11-25 17:37:55;0
goias.gov.br;003.517.631/0001-70;Secretaria de Gestão e Planejamento de Goiás;GO;Goiânia;74115-030;2000-06-12 20:19:01;2019-11-25 17:40:21;362555
ans.gov.br;003.589.068/0001-46;Agencia Nacional de Saude Suplementar;RJ;Rio de Janeiro;20021-040;2000-07-28 17:28:45;2020-05-05 20:44:21;377463
conter.gov.br;003.635.323/0001-40;Conselho Nacional de Téc. em Radiologia - Conter;DF;Brasília;70719-900;2000-10-24 18:33:55;2020-05-05 20:44:17;440700
crtr01.gov.br;003.657.392/0001-54;Conselho Regional de Tecnicos em Radiologia -01;DF;Brasília;70719-900;2011-07-15 12:27:10;2020-05-05 20:44:23;8567176
trf1.gov.br;003.658.507/0001-25;Tribunal Regional Federal da 1a Regiao;DF;Brasília;70070-900;1997-02-26 12:00:00;2020-05-05 20:44:15;31411
ibama.gov.br;003.659.166/0001-02;INSTITUTO BRASILEIRO DO MEIO AMBIENTE;DF;Brasília;70818-900;1996-01-01 12:00:00;2020-05-05 20:44:10;0
crbio05.gov.br;003.662.446/0001-70;Conselho Regional de Biologia 5ª Região;PE;Recife;50050-510;2016-11-30 18:11:47;2016-11-30 18:11:47;16340713
crbio5.gov.br;003.662.446/0001-70;Conselho Regional de Biologia 5ª Região;PE;Recife;50050-510;2011-11-28 18:31:45;2020-05-05 20:44:22;9123872
cref-sp.gov.br;003.676.803/0001-59;Conselho Regional de Educação Física do Est.de SP.;SP;São Paulo;01009-000;2008-10-09 16:11:07;2020-05-05 20:44:10;4915683
cref4-sp.gov.br;003.676.803/0001-59;Conselho Regional de Educação Física do Est.de SP.;SP;São Paulo;01009-000;2012-09-28 15:21:47;2020-05-05 20:44:17;10501420
cref4.gov.br;003.676.803/0001-59;Conselho Regional de Educação Física do Est.de SP.;SP;São Paulo;01009-000;2012-09-28 15:21:47;2020-05-05 20:44:19;10501422
cref4sp.gov.br;003.676.803/0001-59;Conselho Regional de Educação Física do Est.de SP.;SP;São Paulo;01009-000;2012-09-28 15:26:49;2020-05-05 20:44:16;10501429
crefsp.gov.br;003.676.803/0001-59;Conselho Regional de Educação Física do Est.de SP.;SP;São Paulo;01009-000;2008-09-24 18:07:55;2020-05-05 20:44:16;4810156
ce.gov.br;003.773.788/0001-67;EMPRESA DE TECNOLOGIA DA INFORMACAO DO CEARA-ETICE;CE;Fortaleza;60130-240;1996-05-27 12:00:00;2019-10-25 14:34:39;8516
coren-df.gov.br;003.875.295/0001-38;CONSELHO REGIONAL DE ENFERMAGEM DO DF;DF;Brasília;70340-000;2011-02-24 12:58:40;2019-10-04 19:35:38;7970211
esmpu.gov.br;003.920.829/0001-09;ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO DA UNIÃO;DF;Brasília;70200-640;2003-01-07 10:09:15;2020-05-05 20:44:19;1045091
crecims.gov.br;003.979.572/0001-52;Conselho Regional de Corretores de Imóveis 14a;MS;Campo Grande;79020-011;2016-09-26 11:11:11;2020-05-05 20:44:07;16100463
paranaeleitoral.gov.br;003.985.113/0001-81;Tribunal Regional Eleitoral do Parana;PR;Curitiba;80220-290;2002-08-08 17:34:59;2020-05-05 20:44:14;930037
tre-pr.gov.br;003.985.113/0001-81;Tribunal Regional Eleitoral do Parana;PR;Curitiba;80220-290;1998-08-13 14:47:29;2015-01-08 21:14:53;108165
crtrpe.gov.br;004.027.726/0001-79;Conselho Regional de Técnicos em Radiologia;PE;Recife;50050-000;2017-07-11 17:16:01;2020-05-05 20:44:15;17175080
ac.gov.br;004.034.468/0001-58;SECRETARIA DE ESTADO DA GESTAO ADMINISTRATIVA - SG;AC;Rio Branco;69900-060;1998-10-21 11:00:00;2019-07-05 19:36:44;122623
